Marca temporal,Grupo que está encuestando,Nombre del encuestador,Indica tu género,¿Cuál es tu edad?,¿Cuál es tu peso (en kg)?,¿Cuál es tu estatura (en cm)?,¿En qué carrera estabas matriculado(a) durante el ciclo 2025-2? ,¿En qué ciclo te encuentras actualmente?,¿En cuántos cursos te matriculaste (independientemente de si te retiraste o no) en total durante el 2025-2?,¿Cuántos de esos cursos aprobaste al finalizar el 2025-2?,"¿Cuál fue tu promedio ponderado en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","¿Cuál fue tu Ranking en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","Aproximadamente, Durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste a realizar actividad física?",Durante el ciclo 2025-2  ¿Qué tipo de actividad física o deporte principal realizaste?,¿Dónde realizas principalmente la actividad física?,"Durante el ciclo 2025-2, ¿tus entrenamientos fueron principalmente de tipo individual o colectivo? ",¿Cuántos días a la semana realizaste actividad física en el 2025-2?,"Durante tus sesiones de actividad física en ese ciclo, ¿Cuál fue tu nivel de intensidad física predominante?","Durante el 2025-2, ¿Tu horario de entrenamiento fue principalmente en la: Mañana / Tarde / Noche?",Durante el ciclo 2025-2  ¿Cómo calificarías tu nivel de disciplina o constancia para realizar actividad física?,Durante el ciclo 2025-2  ¿Cuántas horas a la semana sumaban tus clases programadas?,"Aproximadamente, durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste al estudio autónomo y realización de tareas (fuera del horario de clases)?","Durante el 2025-II, ¿cuál fue tu nivel de concentración al estudiar?",¿Qué suplementos dietéticos consumías de forma regular? (marca todas las opciones que correspondan)  ,"Durante el ciclo 2025-2, ¿cuántas veces al día ingerías alimentos? (incluye comidas principales y snacks; p. ej., desayuno, snack, almuerzo, cena = 4)  ",Durante el ciclo 2025-2 ¿Llevaste algún tipo de alimentación o dieta específica? ,"Durante el ciclo 2025-2, ¿cuántas horas dormías por noche en promedio?  ",¿Cómo calificarías tu calidad de sueño durante el periodo 2025-2?,Durante el periodo 2025-2  ¿Cómo describirías tu nivel de estrés académico?,Durante el ciclo 2025-2  ¿Qué tan cansado te llegaste a sentir?
30/4/2026 21:28:23,Grupo 8,"Ferrante Quino, Francesco Aroldo",Masculino,18,70,183,Ingeniería Mecatrónica,3,6,5,12.47,Tercio inferior,25,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,24,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína), Creatina",4,Ninguna en especial,6,Regular,Muy bajo,Moderado
30/4/2026 21:31:08,Grupo 5,"Arica Reyes, Ady Gabriela",Masculino,22,74,181,Ingeniería Civil,10,6,6,16.55,Quinto,6,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas rehidratantes, Proteína en polvo (Whey, Vegana, Caseína)",5,Alta en proteínas,6,Regular,Alto,Muy alto
30/4/2026 21:37:09,Grupo 7,"Rosales Esteban, Antony Yonel",Masculino,18,91,175,Ciencias de la Computación,3,6,5,15.75,Tercio,2,Batería (instrumento musical) ,En casa,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",22,24,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,7,Regular,Moderado,Muy alto
30/4/2026 21:37:29,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,23,65,155,Ingeniería Ambiental,9,6,6,17,Décimo,6,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En casa,Individual,7,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,24,24,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,8,Regular,Moderado,Moderado
30/4/2026 21:40:55,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,21,65,160,Ingeniería Civil,8,6,6,15,Tercio,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",16,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Moderado,Moderado
30/4/2026 21:51:03,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,19,99,1.8,Ciencias de la Computación,5,6,6,14.345,Tercio medio,10,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",3,Ninguna en especial,6.5,Mala,Alto,Alto
30/4/2026 22:32:39,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,17,62,173,Ciencias de la Computación,3,5,5,16.47,Quinto,3.5,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",23,6,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,6,Mala,Moderado,Alto
30/4/2026 22:36:19,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,19,65,153,Ingeniería Mecatrónica,5,4,4,13,Décimo,0,No realizo actividad fisica,,,,,,,14,30,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,4,Mala,Moderado,Muy alto
30/4/2026 22:56:39,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,19,65,168,Ciencias de la Computación,5,6,6,14.6,Tercio medio,1,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",26,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",3,Ninguna en especial,9,Buena,Bajo,Moderado
30/4/2026 23:20:13,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,22,60,160,Bioingeniería,10,4,4,16.5,Tercio medio,3,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",4,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,8,Regular,Moderado,Moderado
1/5/2026 9:11:42,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,18,89,1.78,Ingeniería Industrial,3,6,6,16.4,Tercio,10,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,5,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,21,14,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Alta en proteínas,7.5,Muy buena,Alto,Alto
1/5/2026 9:36:32,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,19,65,1.58,Ingeniería Civil,3,5,4,13,Décimo,2,No realizo actividad fisica,,,,,,,5,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,1,Ninguna en especial,5,Regular,Moderado,Moderado
1/5/2026 10:37:27,Grupo 8,"Bances Núñez, Nadia Estefanía",Masculino,20,60,1.65,Bioingeniería,7,7,7,16.76,Tercio,10,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,6,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,27,35,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",3,Ninguna en especial,6,Buena,Moderado,Moderado
1/5/2026 10:47:10,Grupo 2,"Arica Reyes, Ady Gabriela",Masculino,24,58,166,Ingeniería Industrial,8,3,1,10,Tercio inferior,1,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",7,3,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,6,Regular,Moderado,Alto
1/5/2026 23:37:31,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,19,69,180,Ingeniería Electrónica,5,6,6,15,Tercio,9,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",26,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína), Mass gainers",6,Ninguna en especial,5,Regular,Moderado,Moderado
2/5/2026 17:32:17,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,23,80,1.73,Ciencias de la Computación,5,4,3,15,Décimo,1,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",19,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,7,Regular,Moderado,Alto
4/5/2026 11:30:28,Grupo 7,"Rosales Esteban, Antony Yonel",Femenino,20,60,165,Ingeniería Electrónica,7,5,5,15.51,Quinto,6,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,25,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Baja en carbohidratos,6,Buena,Alto,Moderado
4/5/2026 20:37:43,Grupo 4,"Obregon Carhuavilca, Alondra Solange",Femenino,19,59,167,Ciencia de Datos,3,6,5,15,Tercio,6,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,6,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",32,5,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,1,Baja en carbohidratos,7,Muy buena,Muy alto,Muy alto
5/5/2026 11:36:08,Grupo 6,"Ruiz Lam, José Enrique Hilario",Prefiero no decirlo / Otro,17,67,176,Bioingeniería,2,4,4,16,Tercio,14,Artes marciales / Deportes de contacto,En gimnasio,Colectiva,7,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",6,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,2,Alta en proteínas,7,Mala,Moderado,Moderado
5/5/2026 11:36:47,Grupo 6,"Ruiz Lam, José Enrique Hilario",Masculino,17,66,1.7,Administración y Negocios Digitales,2,10,10,20,Tercio inferior,8,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En gimnasio,Colectiva,4,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,3,2,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Ninguno",4,Vegetariana,8,Regular,Moderado,Alto
5/5/2026 11:41:59,Grupo 6,"Portal Ruiz, Axel Roberth",Masculino,18,62,166,Ingeniería Mecatrónica,3,6,5,13.6,Tercio medio,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,24,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas rehidratantes,4,Ninguna en especial,6,Regular,Moderado,Moderado
5/5/2026 11:44:19,Grupo 6,"Ruiz Lam, José Enrique Hilario",Femenino,18,50,1.63,Ingeniería Mecatrónica,2,8,7,15,Tercio medio,0,No realizo actividad fisica,,,,,,,40,4,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,3,Ninguna en especial,5,Muy mala,Muy alto,Muy alto
5/5/2026 11:44:57,Grupo 6,"Ruiz Lam, José Enrique Hilario",Femenino,19,60,1.63,Ingeniería Mecatrónica,5,8,8,19.5,Tercio medio,1,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Individual,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",40,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,1,Ninguna en especial,4,Muy mala,Muy alto,Alto
5/5/2026 14:59:26,Grupo 7,"Momiy Nakama, Akio andres",Masculino,20,77,180,Bioingeniería,7,6,6,17.7,Quinto,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En casa,Individual,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",20,5,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Bebidas energéticas,3,Ninguna en especial,8,Regular,Moderado,Alto
6/5/2026 12:31:58,Grupo 9,"Baca Herrera, Valentino Alejandro",Masculino,17,76,1.7,Ingeniería Civil,2,6,4,12,Tercio,5,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,14,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Mass gainers, Creatina",4,Alta en proteínas,8,Regular,Moderado,Moderado
6/5/2026 19:00:58,Grupo 7,"Morales Portella, Santiago Cesar",Masculino,22,98,1.68,Ingeniería Mecatrónica,9,6,6,16,Tercio,9,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,7,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,21,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Multivitamínicos y Minerales, Proteína en polvo (Whey, Vegana, Caseína)",7,Ninguna en especial,7,Regular,Alto,Moderado
6/5/2026 19:12:35,Grupo 7,"Aguilar Neciosup, Santiago",Femenino,18,58,1.67,Administración y Negocios Digitales,2,7,7,18,Décimo,4,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,20,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",6,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes, Multivitamínicos y Minerales, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Mass gainers, Creatina, Ninguno",5,Ninguna en especial,3,Mala,Muy bajo,Bajo
6/5/2026 19:13:02,Grupo 7,"Morales Portella, Santiago Cesar",Femenino,21,60,164,Ingeniería Química,4,4,2,10,Tercio inferior,0,No realizo actividad fisica,,,,,,,8,15,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,3,Ninguna en especial,6,Mala,Moderado,Muy alto
6/5/2026 19:13:51,Grupo 7,"Morales Portella, Santiago Cesar",Masculino,22,100,184,Ingeniería Industrial,8,5,2,15,Tercio,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",12,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas rehidratantes, Creatina",4,Ninguna en especial,5,Regular,Moderado,Moderado
6/5/2026 19:23:34,Grupo 7,"Morales Portella, Santiago Cesar",Masculino,18,70,1.7,Ingeniería Mecatrónica,3,5,4,13,Tercio medio,5,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,3,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",8,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas rehidratantes,3,Baja en carbohidratos,6,Regular,Bajo,Bajo
6/5/2026 19:27:52,Grupo 7,"Díaz Carrión, Gabriel Marcelo",Masculino,19,86,172,Ciencia de Datos,4,5,5,15.72,Tercio medio,5,Artes marciales / Deportes de contacto,"En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",16,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,5,Mala,Moderado,Bajo
6/5/2026 19:37:23,Grupo 7,"Morales Portella, Santiago Cesar",Masculino,20,70,1.71,Administración y Negocios Digitales,6,4,5,16,Tercio,2,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En gimnasio,Colectiva,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",7,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas rehidratantes,3,Alta en proteínas,8,Buena,Moderado,Moderado
6/5/2026 19:41:11,Grupo 5,"Díaz Carrión, Gabriel Marcelo",Femenino,21,70,166,Ingeniería Mecatrónica,5,6,6,14.32,Tercio medio,10,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En gimnasio,Colectiva,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,12,14,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas rehidratantes, Multivitamínicos y Minerales",5,Baja en carbohidratos,6,Buena,Moderado,Bajo
6/5/2026 19:45:57,Grupo 7,"Burgos Ochoa, Jeseph Imanol",Masculino,17,65,1.69,Ingeniería Mecatrónica,2,6,6,17,Décimo,3,Correr por las mañanas ,"En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",31,6,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Multivitamínicos y Minerales,4,Ninguna en especial,7,Regular,Moderado,Moderado
6/5/2026 19:47:54,Grupo 7,"Morales Portella, Santiago Cesar",Masculino,22,83,170,Bioingeniería,Más de 10,3,3,18.5,Décimo,2,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",18,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,6,Regular,Moderado,Moderado
6/5/2026 19:51:09,Grupo 7,"Díaz Carrión, Gabriel Marcelo",Masculino,24,114,178,Sistemas de la Información,7,6,5,14.12,Tercio medio,4,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",16,5,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,6,Regular,Bajo,Alto
6/5/2026 19:51:53,Grupo 7,"Burgos Ochoa, Jeseph Imanol",Masculino,22,58,170,Ciencias de la Computación,10,5,5,15.3,Tercio,4,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",19,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,2,Ninguna en especial,7,Regular,Alto,Moderado
7/5/2026 12:04:19,Grupo 3,"Arriarán Panez, Sebastián André",Masculino,19,90,175,Ingeniería Electrónica,4,4,1,10.53,Décimo,0,No realizo actividad fisica,,,,,,,16,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,7,Regular,Bajo,Bajo
8/5/2026 12:52:29,Grupo 2,"Manrique Romero, Oriana Manuela Fe",Femenino,18,52,157,Ingeniería Ambiental,3,6,6,17.4,Quinto,0,No realizo actividad fisica,,,,,,,24,15,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,5,Mala,Moderado,Moderado
8/5/2026 13:53:36,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,22,105,170,Ingeniería Electrónica,3,5,5,13,Tercio inferior,0,No realizo actividad fisica,,,,,,,6,4,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,2,,5,Muy mala,Bajo,Muy alto
8/5/2026 13:53:42,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,19,78,175,Ingeniería Electrónica,3,7,5,13.5,Tercio medio,2,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",25,0.1,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Agua ,4,Ninguna en especial,3,Regular,Moderado,Moderado
8/5/2026 13:56:15,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,19,60,1.6,Ingeniería Electrónica,3,5,5,15,Tercio,0,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",5,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,,6,Regular,Moderado,Bajo
8/5/2026 14:06:25,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,18,60,164,Ingeniería Química,2,6,6,17,Décimo,6,Gimnasio / Levantamiento de pesas,En gimnasio,Colectiva,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,18,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,12,Muy buena,Muy bajo,Moderado
8/5/2026 15:32:04,Grupo 2,"Terrones Paredes, Alvaro Emilio",Masculino,21,61,174,Ingeniería Industrial,8,5,4,13.4,Tercio medio,20,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,5,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas rehidratantes,4,Ninguna en especial,6,Regular,Alto,Alto
8/5/2026 17:35:31,Grupo 7,"Rosales Esteban, Antony Yonel",Masculino,18,70,175,Ingeniería Mecatrónica,3,6,6,14.54,Tercio medio,2,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",18,5,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,4,Muy mala,Muy alto,Muy alto
8/5/2026 17:38:39,Grupo 7,"Rosales Esteban, Antony Yonel",Masculino,19,72,1.72,Ingeniería Mecatrónica,2,6,6,17,Tercio,2,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En gimnasio,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,2,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Polvos Pre-Entreno,2,Alta en proteínas,6,Regular,Moderado,Moderado
8/5/2026 17:47:55,Grupo 7,"Rosales Esteban, Antony Yonel",Femenino,17,58,159,Ingeniería Industrial,2,6,6,16,Tercio,3,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,23,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,7,Regular,Muy alto,Alto
8/5/2026 17:48:03,Grupo 7,"Rosales Esteban, Antony Yonel",Masculino,18,94,1.78,Ingeniería Industrial,2,7,6,17.5,Tercio,50,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",23,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,5,Regular,Alto,Alto
